caseid,wsiter,amt1,cpt1,dept1,jelt1,subt1,a01,a08,am01,am02,am03,am04,am05,am06,am07,am08,am09,con12,con13,con14,con15,con17,con01,con03,con05,con09,cp10,cp11,cp12,cp13,cp15,cp02,cp07,cp08,dom01,dom02,dom03,dom04,dom05,dom06,dom07,dom08,dom09
1307,701,23.4493342744213,19,16.8170224126606,20.7746791974401,17,1,3,2.67413697315809,2.40487788341563,2.62809770828021,2.94932943494847,2.14783828783883,2.86641746553295,2.28582876015818,2.65866571265687,2.61406324026378,2.15973569739698,2.27647173187402,2.39246987634473,2.6089782247907,2.57364144977782,2.24409298446538,2.29374008866977,2.20275123686718,2.32978826885969,3,3,3,2,2,2,3,2,2.05540795414221,2.90219765589091,3.16101005009507,2.52553227788562,2.01999230116905,2.74340925282148,2.34003968952346,2.10977978283783,1.80234217109474
1308,701,23.2493425408348,18,16.3756544455498,18.0279923880836,19,1,2,2.74991354923786,2.53231038306728,1.91343314946329,2.44320444495628,1.99543717822856,2.3177261139165,2.12440987761955,2.30346939841523,2.31282594077476,2.45767149216767,2.16245209056599,2.23419064374945,2.47656155296546,2.29211752618669,2.19897402791875,2.22768509472605,2.08880040695911,2.26493692847985,2,2,1,3,1,1,3,2,1.94914268831957,2.94869884475388,3.09436356091839,2.18147625347906,1.99904936033944,2.50328017522949,2.02720816855297,1.86371848691083,1.96488589935839
1309,701,26.7198297347758,12,13.2358494392413,19.3903714666062,22,1,1,3.08477210818083,2.69497493224596,2.27874936463418,3.20756715739401,1.65174606239606,3.23014774343749,2.63851887070548,3.01003584102316,2.21563235259769,1.4355285109464,1.73676153153048,1.77693981731237,1.95021481860959,1.79722992796442,1.80772988620847,1.69911157430272,1.59501315577932,1.77478772222563,1,2,4,1,2,2,2,1,1.46855265527212,3.56365709770486,3.74518361834342,2.60463902489859,1.51813722133111,2.92263678437902,2.2539741772749,1.93715835136727,1.34152173098177
1310,701,22.9164394352125,20,16.8389126584785,21.5116029669594,17,1,1,2.72876827042444,2.24761456138189,2.84842244014295,3.05871112346941,2.22910919364891,2.95508158993949,2.2631024594014,2.67918333192088,2.93850553055984,2.15081925440113,2.38658639676924,2.29267262098969,2.59083605575163,2.63325117552723,2.40566902387171,2.36851917375674,2.22027034964135,2.41161512155442,2,3,3,3,3,3,3,1,1.82879877271163,3.16966246980572,3.38490667432449,2.60475767988068,2.06370453013575,2.7576628356934,2.40818731112071,2.29244785965284,2.05353687748283
1311,701,24.5717343240764,18,15.9411106289607,21.3306409679751,16,1,1,2.83722194940182,2.54271840364716,2.49047345162099,2.96337254733644,2.10547462181502,2.94934908141037,2.5223600906458,2.91967742671429,2.56695089414021,2.17251956290203,2.15997364961671,2.26884475513743,2.50196138925565,2.26907931260515,2.32941082637976,2.23427350253918,2.28147819720982,2.22388675731684,1,2,3,2,3,2,3,3,1.64304569367443,3.12175734345667,3.43397644580381,2.50550852513104,1.67709360264725,2.42155421989075,2.2596694552374,2.07320279452999,1.62802360625156
1312,701,26.9770795708027,15,14.0654338916593,18.8639669925401,18,1,1,3.12431858983829,2.8013038728897,1.9941799083539,3.07306006101894,1.72858972669532,3.10274455468393,2.55366374709248,3.20640474024173,2.16156119568136,1.63470735726269,1.82644743961255,2.09748362796883,1.9642567171179,1.76195760893845,1.96263689778624,1.8861291570934,1.72559819018556,1.68964202170785,2,1,4,2,2,3,2,2,1.521484015624,3.42721334617688,3.65869781637402,2.400845578216,1.64639376380727,2.72947306259939,2.22747224574398,1.78516162370171,1.55430267655925
1313,701,21.4380071651275,24,18.4505993786263,23.4516239229747,28,1,2,2.54715428152761,2.12924884552239,3.17224293097912,3.00467839098841,2.60909576815534,2.84715809289882,2.17123660077929,2.80110685161585,3.28119285738388,2.62478126716745,2.64632198191522,2.7401731323577,3.01871416218596,2.80513148061373,2.89890934940215,2.72563218257748,2.70556133937373,2.62224621198289,2,2,3,3,4,4,4,3,1.88490768757967,2.99210270320959,3.27650593187108,2.6616497520591,2.18708279820968,2.8510281580465,2.42744651286019,2.4739839516828,2.21916429232322
1314,701,24.5724210103347,17,15.73490910456,20.5463965703518,20,1,1,2.75465652150324,2.58766557774383,2.38099287662308,2.91592786129296,2.03559360309395,2.88304928170954,2.42134763584568,2.80543466531472,2.37909529149763,2.0602517231454,2.07917978439027,2.35127552191197,2.49129503095877,2.17724853300943,2.18116355162017,2.15380482932906,2.14511233200156,2.14812231683168,2,2,3,1,2,2,3,3,1.83986110527554,3.01471724551503,3.27471398268581,2.5086708685421,1.77571114246799,2.70165513445641,2.25781149041214,1.9969539191736,1.52295940719029
1315,701,29.0014232133914,11,12.586240164093,15.4932181529941,20,1,1,3.28376514031201,3.05012231056871,1.61439321682609,3.08913718905945,1.22865646166396,3.00317047062904,2.67519504028899,3.19462868367566,1.4515887628098,1.17250777941436,1.4518169842863,1.75961450148298,1.4632600204785,1.49250176907223,1.33054642236617,1.28223999498629,1.06295490417163,1.20350286665157,4,1,4,1,1,1,1,1,1.67968933266735,3.41536666750295,3.54881550702784,2.13132846575139,1.45963015694011,2.68156150304556,1.93735994117552,1.32740405740694,1.11955205528407
1316,701,25.3163117982725,15,13.9059216338119,20.5281939115673,15,1,1,2.96790670332865,2.48422593049777,2.39607265745643,3.16419108243526,1.92360574631653,3.26895046934909,2.44452218985771,2.95912214968551,2.6528177385819,1.62631163207928,1.91119650505289,1.98231798183763,2.2197534595974,1.97108185586227,2.09949224515992,2.05996784867908,1.89303058471158,2.02577280625756,1,2,4,2,2,3,3,1,1.47642178215405,3.47248299714381,3.71333038364045,2.65549926557567,1.72447161590566,2.95330325807314,2.43787810057105,2.04788834539991,1.64595979759786
1317,701,22.9453865537691,20,17.1947859216312,22.1197639084995,19,1,2,2.6447179441553,2.3144998010297,2.88986737416108,3.04469186294666,2.27459082279405,2.93901152929963,2.30908330463684,2.69632412960607,2.83854653380144,2.21121939503878,2.41028747034756,2.45078484829152,2.6988952983989,2.6238703683682,2.42807287442143,2.39808536320802,2.33191193310456,2.44557192406092,2,3,3,2,3,3,3,2,1.91264860096405,3.04075420817269,3.27902650686553,2.65737252167391,2.03117561109158,2.75925969531323,2.41703174783457,2.32720137561799,1.90174980293754
1318,701,24.2591349486945,18,15.8024638694798,20.5512702429204,21,1,2,2.82059878789262,2.45026505713605,2.60248965569385,3.02599183416462,2.04488160805363,2.91045067777849,2.43230859093262,2.84462203518158,2.57771754881431,2.04067406623551,2.13999719896246,2.20099860630497,2.42075729432271,2.2977519427026,2.2351644780141,2.10784993833535,2.06902899074312,2.14263143096215,2,2,3,2,3,2,3,2,1.72187718000575,3.17343048830947,3.40186859304478,2.46766855891822,1.77263625965798,2.61217966084977,2.20962936129313,2.03200363868229,1.66802373429561
1319,701,23.8107332300565,19,16.2850866002138,20.3711003497852,19,1,2,2.8140714105364,2.45428786959873,2.3748813410634,2.87542849602385,2.14148715448583,2.85248386602417,2.24620949228744,2.77224747074243,2.6875695390177,2.20386577553427,2.2327456658374,2.35468227595961,2.50573637941801,2.34436753133119,2.36983170786679,2.35572307284603,2.2017698881911,2.24225740270208,2,2,3,3,2,3,3,2,1.80594053089586,3.13643773127483,3.38007921371331,2.48597294346367,2.01969636700686,2.80250196837918,2.33419730864354,2.10048714710306,2.00905374427201
1320,701,24.2646041618925,15,14.0142743605695,22.1779343371833,14,0,1,2.79081892674481,2.24185148036641,3.00266848514722,3.34167054408777,2.04022127792705,3.39249560592403,2.5780006793804,2.85342014942424,2.89069514097308,1.63135683799095,1.93682326197052,1.83109223934192,2.46378867448509,2.28014544055903,2.10029742863397,1.99780303188295,2.03207486838344,2.25057082674821,1,3,4,1,3,1,4,1,1.53423810520808,3.29672487154744,3.60801998170953,2.76863182196024,1.5229517727487,2.77592386213091,2.42258026046146,2.12229830409445,1.30421980403067
1321,701,26.0195924606274,16,15.0140290658811,20.8787524234309,18,0,1,3.02957649287357,2.65195729863497,2.45432599814595,3.18895973166604,1.9124418079648,3.19985971163277,2.62487263944661,3.14462493994697,2.45341713957022,1.79058268740231,2.04086750229018,2.10885873286505,2.18335526460611,2.08696029357806,2.14705970553537,2.03607986507302,1.9766868181829,1.97360577019976,1,2,4,2,3,3,2,2,1.51408761724464,3.42288514018521,3.68829295994891,2.60032485990894,1.65154925938365,2.66202606274069,2.33328154255522,2.09567746277917,1.62082760122882
1322,701,26.2684131626344,15,14.6956317228292,19.5033043626207,15,0,2,3.0604766391191,2.71669069078954,2.24717277210744,3.02485102850676,1.7575872844537,2.96465724808008,2.70100641866356,2.9909683658004,2.18542169889654,1.85527085432616,1.92703513300895,1.90060698242433,2.07911084028773,2.04907247425975,1.9686682082684,1.83465300197004,1.85455721903116,1.91035855367709,1,2,3,2,3,1,2,2,1.50968944185193,3.32973667679624,3.578001422076,2.36530094632092,1.45469670758127,2.24527582333156,2.08253892346468,1.86141416680649,1.4221938260355
1323,701,25.4241197498063,16,15.276638621997,19.8568570433041,17,0,2,2.94941112439349,2.68531876997696,2.14367606413557,2.92356648088363,1.90088233902148,2.92566497770543,2.44735957383206,2.85451547205543,2.31713377798907,1.9356566059083,2.06120464996198,2.19345393050495,2.22825641891672,2.03557429601414,2.12354258378084,2.10333672556169,1.97433895891386,2.04047496776598,1,2,3,2,2,3,2,2,1.63392975226894,3.32022603115023,3.51706322776708,2.50636375261913,1.79536052482821,2.68354446683664,2.28744690704673,2.04896868674248,1.73984100607835
1324,701,26.1769594150048,14,14.5283260512328,18.9851818371739,19,0,2,3.05252258063691,2.75207935920052,2.0828522538039,2.92404264618757,1.7384546786939,2.90894494205262,2.60832904386818,2.89086914524244,2.13844504535909,1.89152472520464,1.88311952594996,1.89831028176318,2.09438411049817,2.00274154226663,1.94660257470332,1.86177274637755,1.83913793690678,1.915243340325,1,2,3,2,2,1,2,2,1.59240038500548,3.31405189596508,3.54938680938067,2.39654299321468,1.54699049889367,2.50117201110448,2.10365581625964,1.86896690201264,1.49095849297827
1325,701,28.8860559220334,11,12.593160998302,16.250907160097,17,0,2,3.51876872785914,3.03650105603263,1.4076071605726,2.93108767307671,1.36562868839989,3.05395336761988,2.7155155265059,3.25581832891731,1.85207420711623,1.58504018791703,1.54505052403517,1.5030584087329,1.51845257333403,1.60123345307672,1.68580314164456,1.60040622946843,1.41716367053169,1.43115738950012,1,1,4,4,1,1,1,1,1.31655727898059,3.68338110440714,3.943904845351,2.19720132802958,1.41636320164729,2.5369397910447,2.01409342815482,1.54565633023168,1.61444925922355
1326,701,26.2591525923333,13,13.4037156019964,20.2240030375508,16,0,2,2.9981373126009,2.63292602189014,2.33442755480632,3.15268956006085,1.79138670298622,3.25518078902715,2.66678775133197,3.03137564327453,2.3520186061846,1.60954716861059,1.73941121986569,1.84291286995468,2.1713140611597,1.90110043615243,1.92166788232703,1.84337104057548,1.86084016327611,1.92020482277241,1,2,4,1,2,1,3,2,1.49792359479893,3.33134908589838,3.64291958485022,2.57992709979455,1.41927696115914,2.70052013033819,2.27074036061649,1.86948751777238,1.21870081587986
1327,701,27.754262995481,16,15.1183554127133,17.8755183829981,15,0,1,3.05206948283997,3.06770843332795,1.65747436582314,2.95862857659293,1.65267387069917,2.94952080109437,2.47940821977192,3.24117072440106,1.68420762710158,1.6132933090856,1.88479148765483,2.53853644167976,1.91589473330725,1.71307338460907,1.8083407939134,1.90979316818162,1.66166691843513,1.54257220030331,4,1,4,1,1,4,1,3,1.89861668606917,3.12608994532552,3.33034946529068,2.29008153523667,1.8606842435824,2.74080373182778,2.24343458361617,1.65297693994856,1.52040237424097
1328,701,25.6278129348007,17,15.5627866288313,19.6700472114178,16,0,1,2.96122983246672,2.65975672797794,2.33734611387153,3.02369609899061,1.85821405202945,2.90743427808148,2.56351404033603,2.96077842807168,2.25305800055309,1.91076333671756,2.06742382986694,2.14685343120949,2.17567180288691,2.16131081781988,2.05355857387025,1.95854901732067,1.90190977560004,1.95780121492092,2,2,3,2,3,2,2,2,1.67372316417224,3.23119358381254,3.44683863522187,2.36713815955303,1.6724767615843,2.37192424366691,2.14479432078974,1.91589930013858,1.5826722225679
1329,701,28.5326557531924,9,11.2737437267453,17.1546077076829,17,0,1,3.29365365086189,2.92132781934029,1.67207496462928,3.09554451338894,1.34690319735369,3.21561611111489,2.72522268494917,3.12701760933573,1.82660490304038,1.18011706721181,1.35875112565684,1.51615334304032,1.60438686496697,1.32296508802696,1.50736577378404,1.41913282647814,1.28506399402431,1.42432376775568,1,1,4,1,1,1,2,1,1.28415713353908,3.65845971077723,3.85094564436283,2.37883419908034,1.26280739206129,2.76742532173888,2.09632136863014,1.5279539671406,1.07906588434964
1330,701,23.2331191238422,18,15.0319238147247,20.622990464313,16,0,2,2.71109642999198,2.25417148189407,2.56055947805797,3.00166562656334,2.13216837251986,2.99424159197813,2.17657848839324,2.64719541589889,2.859078713138,1.88745804346342,2.09356835214668,2.22123844950077,2.51654953263448,2.18903392892614,2.26830428740904,2.25098690540989,2.05009627397814,2.25264989455689,2,2,3,2,2,3,4,1,1.69803647909886,3.2240982413849,3.41179282161458,2.57163126156387,1.96164505922465,2.97064057350743,2.40872443607538,2.06316456071367,1.80873405585714
1331,701,24.5275582992039,18,15.6195193291397,20.4834758938761,16,0,2,2.83921458672259,2.47535549467105,2.53204594513288,3.02939445557197,2.01942658780719,2.94215137106304,2.45783400127048,2.87588707304295,2.54079854379943,1.98561952723106,2.11099514103994,2.19704245556663,2.38304673987868,2.25147217803045,2.19635080417227,2.10018490771744,2.05464401925713,2.11880950004438,2,2,3,2,3,2,3,2,1.68717943276562,3.16334463093072,3.40711157147,2.43705814530171,1.73214341004497,2.49216710814541,2.22264421815755,1.97674937391087,1.62370807750789
1332,701,23.052273934478,19,16.568166469444,19.0527197477311,17,0,2,2.66077578988266,2.47156315639504,2.17368779020102,2.59465266635605,2.05107728402536,2.40509323863746,2.15974967036377,2.35199630481191,2.3668950811954,2.31658984797078,2.23618792453406,2.37406816254126,2.51037055451111,2.25982278543675,2.22572133760685,2.21830992715234,2.08550654292381,2.28101381181379,2,2,1,2,2,2,3,2,1.89272960579687,2.98783139402218,3.08592655000636,2.26074846289145,1.98416213907989,2.4473253023505,2.0916372547354,1.95313505731133,1.85501213976699
1333,701,24.8259515029494,16,14.8141596835034,20.8368967490887,18,0,1,2.83764641577157,2.50191281171439,2.55189546791518,3.08050869988723,1.96039832431773,3.02468902109823,2.53288371547928,2.84825168903811,2.48763853002904,1.83631017932214,2.00622708267553,2.08916805505979,2.34311015992439,2.06986411466169,2.1239048494618,1.99556647532419,1.99145531082576,2.09709289496596,1,2,3,1,3,2,3,2,1.55638312052418,3.28735266382731,3.50017413903172,2.55185727109906,1.59986849601739,2.58946251324486,2.243331828437,2.03028439913971,1.43098371968441
1334,701,27.3628008549195,11,11.6075488228541,18.5268355250146,16,0,1,3.16842298430196,2.68648365510142,2.07336154053075,3.20000967944508,1.54252135103909,3.28702509415318,2.6969047744763,3.12346645214813,2.1834735028331,1.2517521102495,1.46363927864233,1.57101275850162,1.81911486441472,1.48722523903394,1.69551184195625,1.53824799083815,1.46184850269738,1.59474042478189,1,1,4,1,2,1,3,1,1.23572110732299,3.61234705315382,3.83668740625115,2.43587838610517,1.25447595897736,2.70377953006708,2.14524545908434,1.61440386456959,1.07792646641949
1335,701,25.594286812548,17,15.6689461294469,18.80147671285,16,0,2,2.92792365404983,2.70170025323109,2.14825457949307,2.92605401549605,1.82794835938588,2.82417981617047,2.44445951463659,2.88618415181216,2.14007047633935,1.91437830283027,2.04005188815292,2.23848397407659,2.17531721615442,2.15526613490655,1.98133689275806,1.97958475074524,1.84898057325779,1.91892653199084,3,2,3,2,2,2,2,2,1.85806584932621,3.10177561355059,3.30951460058948,2.30857454363686,1.80977417439685,2.51926756066386,2.15188889375352,1.82163115858619,1.63429524134776
1336,701,21.9628441077289,21,17.4038009626926,21.5551115559066,17,0,2,2.54829566329117,2.20517454353064,2.84029337320688,2.94272452124236,2.28846284265025,2.74923356476238,2.10561394032836,2.4188417477092,2.87844271240824,2.1878442521129,2.49806061316262,2.5195190278644,2.69217254427431,2.57733829601667,2.43218741611036,2.43099988504245,2.2232596092286,2.50885436100524,2,3,2,2,3,4,3,1,1.91304647355731,3.11218742446629,3.20209414417549,2.60843503017317,2.21692428408856,2.79523389853297,2.41897284767599,2.3683082128795,2.08926591681358
1337,701,25.590043857273,16,15.358892049167,19.1383658161622,19,0,1,2.95699893375053,2.70016348389592,2.15893685345579,2.92356824095288,1.83399044222036,2.85806211071093,2.47594174760821,2.866932215086,2.19869754601267,1.93600629979515,2.01770781122345,2.14376550040066,2.18340296220854,2.10572393289233,2.02373020553679,1.98413575560459,1.88361349917845,1.95792161538528,2,2,3,2,2,2,2,2,1.74949455787776,3.21349163150563,3.41927261821159,2.39225812372348,1.7566719829741,2.60381792089895,2.16851418495758,1.91240118239044,1.64257375815312
1338,701,27.2157646171688,17,15.2471249672525,17.8800521477162,17,0,1,3.15023922148059,2.88685315518138,1.92101324436358,2.95796900145107,1.72460921844251,2.9112192969778,2.61561971601401,3.32142298669587,1.9818496928308,1.93858340521362,1.87579909432318,2.17540977739489,2.01077470036639,2.073704221835,1.94522991391102,1.88183522602345,1.82553917420722,1.63703602074667,4,1,4,3,2,1,2,3,1.81845755164781,3.04209771208977,3.40006469109026,2.10791932628678,1.62194607696111,2.33010414574728,2.01375334248474,1.52179245152505,1.53021867320331
1339,701,27.5598117176319,12,12.8366462179505,18.604353233644,17,0,2,3.14085847876703,2.89837647089302,1.7510877180473,3.02812959298529,1.61479182910105,3.17395086929003,2.57177166097889,3.12244118868485,2.00973792135269,1.44457552562602,1.63716089309762,1.98177391576716,1.8867986311524,1.46922694303555,1.81378616613213,1.79789942624259,1.62685123954942,1.63945949999246,1,1,4,1,1,3,2,2,1.42482180039993,3.52141639791205,3.73048594103572,2.504032171844,1.54972265163388,2.91464708168565,2.28749754842858,1.76889341345672,1.36830106617574
1340,701,23.6195724482278,18,16.1333039195187,22.3782726750502,14,0,2,2.66921189156623,2.37618373062204,2.81109570215802,3.1005697772322,2.17992553095958,3.06593014993319,2.41986859331864,2.71245979860715,2.73369991301022,1.98483369252362,2.26491653089162,2.337371836751,2.60616394222296,2.37747063445842,2.3012877763324,2.2827358879497,2.2485842645928,2.39050461569761,1,3,3,1,3,3,3,2,1.73327544258644,3.15064204073902,3.37942924422256,2.72931706840815,1.84221070760578,2.68853752662657,2.45594015772422,2.30338043016686,1.64698352561125
1341,701,28.2672045483502,14,14.3951270445361,17.212483959676,14,0,1,3.23871974527449,3.10930200164845,1.56824956780382,2.838355819023,1.5027106266784,2.79346013664274,2.75831125764352,3.18817579637685,1.58811809443475,1.81183318798092,1.75196716783358,2.00714608671302,1.77855048090821,1.71956967186736,1.74764534918272,1.67567000580321,1.64868958800317,1.54099746630686,2,1,3,2,2,1,1,3,1.58194622289123,3.25264487319214,3.50314300759458,2.0929126440686,1.40412408741446,2.08532173130375,1.91407373241565,1.51783335668017,1.32839632107933
1342,701,24.6461616653769,15,13.5519091406702,20.8922261211517,15,0,2,2.90117034547222,2.33822307930966,2.54627184143976,3.17080804595005,1.9985134478812,3.30164768316115,2.42443196787779,2.89866063882255,2.84383011451028,1.66809097444005,1.85992484263537,1.88414395167623,2.35265013149109,2.03557088626464,2.14605173615482,2.07928874336019,1.97528732306793,2.11940089147697,1,2,4,2,2,2,4,1,1.46217381766767,3.39952980519366,3.69081370638042,2.66438678889883,1.65185468147646,2.95835738414468,2.42643542391821,2.00768667385301,1.55369126463027
1343,701,27.1652226881651,11,12.7026546869647,18.7366602430709,16,0,1,3.11404964735857,2.78054447572694,1.9735414252087,3.11356401788951,1.58170341614339,3.23783682397913,2.59689231658581,2.97246669618794,2.09481768903048,1.36167330381596,1.63484180862645,1.76673081517453,1.89006697993196,1.65833946662699,1.70803690495974,1.7109012574744,1.55082393068294,1.732028647038,1,2,4,1,1,2,2,1,1.48186810394541,3.52780060211619,3.72705496249854,2.57466024455934,1.52944531341749,2.93850786674321,2.3011207837987,1.83420255703059,1.32165508434911
1344,701,26.9162711992465,12,13.161371344253,18.7065696213617,16,0,1,3.14841625777628,2.75746847685542,1.95028543427693,3.06064452331255,1.64168275841804,3.19552160714131,2.55842991741621,2.98710315103889,2.19922097147121,1.52159974088887,1.71146537847689,1.77909551185777,1.93054719505157,1.7811493750471,1.81511343768059,1.81853768860342,1.64576857073777,1.7879759493273,1,2,4,2,1,2,2,1,1.49715357529038,3.51349141569889,3.74479900824397,2.53742261612531,1.60051946609972,2.90176031133798,2.2996614360962,1.86038670265171,1.51379482762042
1345,701,26.9822847492704,14,14.3791029830657,18.3628743100731,18,0,1,3.08366954458061,2.80335236935206,2.20406829890436,3.13513389496004,1.55192521875442,2.94805712478778,2.67971770423506,2.97424404542424,1.88600509319559,1.49969776262417,1.87010595175276,1.9169877067747,1.80944563656388,1.87193425966585,1.70526036665026,1.57820609970891,1.45915264555889,1.66999906744657,2,2,3,1,3,2,1,1,1.57360432242861,3.464637857065,3.55276339220165,2.34356691977236,1.53558500649377,2.41958967254252,2.05060679662153,1.81213083097601,1.34459648106075
1346,701,26.2642297517317,14,14.2974100470545,19.3968745827128,14,0,2,2.98149288116146,2.76184741348826,2.08016518145273,2.97944615523843,1.73932515038589,2.98498073134449,2.58672703629001,2.88306788408708,2.09385092522144,1.70962059728,1.87233687176751,2.03035248886015,2.09067160603261,1.85932419898255,1.89694510744777,1.86878628034627,1.8002858306667,1.90285430702197,1,2,3,1,2,2,2,2,1.57012139950015,3.32337946407196,3.51967535556862,2.46420267045773,1.5677070794883,2.5330957522123,2.20742259484723,1.8885802369393,1.38780748082684
1347,701,26.9882530852852,12,13.0529048989012,19.3225771175619,17,0,2,3.10338790701079,2.72006536978096,2.20830565407321,3.21096977880135,1.62629104214963,3.26184843672204,2.66404428104334,3.04130087888453,2.17871334758282,1.38047397194194,1.70775947360796,1.77298366657403,1.91250426416555,1.75095016329227,1.76891621236665,1.69144654368481,1.58062818429332,1.75096579130786,1,2,4,1,2,2,2,1,1.433854908032,3.55357124032611,3.75042659676864,2.57402861128208,1.4776443717181,2.80262423167466,2.26698903413932,1.88190408659586,1.29720607419406
1348,701,24.59715856188,17,15.3424469333393,19.9246767590028,17,0,2,2.84243000753838,2.52579842560303,2.32545920049276,2.93062764609718,1.98502096989953,2.90545948100631,2.38047187267781,2.79454687520181,2.47167048725305,1.98884067470686,2.04967829922744,2.19237206446247,2.3756936774227,2.17737338723403,2.15099696630209,2.12270563375419,2.03059375424114,2.10940112814163,2,2,3,2,2,2,3,2,1.74907172757509,3.1416083356723,3.38164274582981,2.44993394402557,1.80014149158956,2.67605576429571,2.25157002507116,1.95114955025417,1.66588335037803
1349,701,25.3746780349794,17,15.623281610345,19.5335268098007,15,0,1,2.91661268492679,2.68183745180514,2.14708253228504,2.92537173114532,1.89993126023629,2.88544254450807,2.41077225879287,2.86751440120932,2.26589050931873,1.9250395167443,2.08934913847595,2.28896363432854,2.2277127837514,2.09437245096279,2.08891200577046,2.10031872682592,1.9425830272904,2.0062442705551,2,2,3,2,2,3,2,2,1.74944059316542,3.21052718467095,3.40625661445993,2.4288022552558,1.85656128617356,2.62299661714242,2.26821864446978,1.96924951589251,1.74042562063053
1350,701,27.2725920283689,11,12.6294768708287,18.7095425034533,14,0,2,3.12149596689055,2.79058065074094,1.94536394098431,3.11492506645244,1.57152140804482,3.25051710129295,2.60710248072096,2.98497271133249,2.08005008702453,1.33965148821418,1.62324098545744,1.7651483548792,1.87498275815434,1.63982756075813,1.69251143542301,1.70783524522724,1.54506994208855,1.72249987467089,1,2,4,1,1,2,2,1,1.46798900504936,3.52376625916469,3.72915215386862,2.56241607911273,1.51324817357229,2.89050284566147,2.30632672654447,1.81210085112202,1.30392882163402
1351,701,23.7990605927573,21,16.8356241682261,20.5794515115375,14,0,1,2.7855038697859,2.41039979550893,2.55669706962861,2.97736160432327,2.16475968550973,2.86163360019735,2.29719446997606,2.879092612882,2.69068672488779,2.16800572329269,2.31060617299486,2.45327991059203,2.49746158493105,2.4587525712074,2.36502949818987,2.32711833582633,2.18831023298923,2.20790630502685,3,2,3,3,3,3,3,2,1.84567997808682,3.04444083710246,3.29683861741644,2.38329148192989,1.99670190696242,2.51006044145291,2.29124918189875,2.02426609400123,1.94973682323896
1352,701,27.024777241734,12,12.0675657589946,19.1534290089321,20,0,2,3.14659176465621,2.61095028663444,2.35039199573184,3.29537386751252,1.60238198919319,3.29201629092536,2.74874149273111,3.17354161212789,2.28952056439436,1.30358550177815,1.55395817837736,1.57963930034412,1.86417848131474,1.60760379450251,1.77967935366825,1.52339229541931,1.50028373919936,1.62797072760242,1,1,4,1,3,1,3,1,1.20852655975365,3.64416920579099,3.85691325346613,2.45361300099782,1.22697072704578,2.63990342662114,2.1033047953063,1.69525795299771,1.08006685033707
1353,701,26.8989221550374,14,13.7745498456416,18.2476867682984,16,0,1,3.13646144742879,2.83613828860431,1.81403211933175,2.906908024946,1.6559001121332,2.91612454215502,2.58590010633056,3.02157240034776,2.03415338999301,1.73207855370236,1.77351314382336,1.9412939980754,1.92749208217412,1.68168801154525,1.90734598306841,1.80850228231827,1.70282503366082,1.72324131611655,1,1,3,2,2,2,2,2,1.42233968296656,3.44685079685977,3.64305110100146,2.29829354169353,1.5125254636268,2.46445690075057,2.08785343462393,1.72061839094392,1.47952554336379
1354,701,25.8743828003566,15,14.9354640210944,18.5253312020535,16,0,1,2.97510699363029,2.77067876485589,1.89599514036689,2.82752352860397,1.77922080811555,2.84673077528184,2.41899994728583,2.81060404753396,2.10003428545438,1.89518381606739,1.93318932307293,2.13593018870583,2.14588145619733,1.99460133035819,1.94732542859316,2.00052445714702,1.84805525697367,1.9294556987483,2,2,3,2,1,2,2,2,1.78362865489513,3.18368665034421,3.39799817531157,2.38064559155413,1.79227578482828,2.69169653488576,2.20785187736273,1.8425979469166,1.64929650559309
1355,701,24.6508432319819,17,15.3058580252712,19.911117889194,16,0,2,2.84615316730437,2.53081651311003,2.31137045838056,2.93130817037865,1.97992996585024,2.91179961966322,2.38557695474538,2.80079988277409,2.46428668625008,1.97782976690597,2.04387788764293,2.1915808343148,2.36815156653389,2.1681174342996,2.14323423153373,2.12117262763061,2.02771675994394,2.10463674195807,2,2,3,2,2,2,3,2,1.74213217812706,3.13959116419655,3.38269134151485,2.44381186130227,1.79204292166696,2.65205325375483,2.25417299644405,1.94009869729989,1.65702021902049
1356,701,24.2974031490389,20,16.46834987389,20.4159903514019,24,0,2,2.87432791018681,2.53498487841661,2.38495744182506,2.88627686612051,2.14813137138451,2.79156922893775,2.35851537202095,2.99672696738489,2.6118086655832,2.30552454072026,2.23054067645309,2.42998886387618,2.47305338244038,2.24996123340014,2.46351574144406,2.30555055047972,2.24575492825882,2.11553835857302,2,1,3,3,3,3,3,3,1.69399544670128,3.15677144063952,3.42094642595731,2.37204702321546,1.88018489040179,2.59957634146873,2.18934083547474,2.01498034663811,1.92453572210863
1357,701,23.4641374452022,22,17.6085688315949,19.7369248415966,15,0,2,2.57496675427148,2.61239231711913,2.17449474562296,2.5971320892285,2.15291985715205,2.33428695748169,2.23159483768091,2.62595673713358,2.1849735026293,2.4240321581769,2.34006858974101,2.84582112506813,2.60688665389187,2.17571449456249,2.34907223965203,2.30626954835212,2.25971578005162,2.18805036959952,3,1,1,1,3,3,3,4,1.95927257769476,2.76054203401263,2.90023676478772,2.14005377043556,1.94891609820766,2.1326198499865,2.04391032933436,1.84635837660078,1.69055412601528
